AccSpeciesName,endo,wind,cache,water,ant,attach,ballistic,biotic
Isertia coccinea,1,0,0,0,0,0,0,1
Isertia haenkeana,1,0,0,0,0,0,0,1
Isertia hypoleuca,1,0,0,0,0,0,0,1
Isertia laevis,1,0,0,0,0,0,0,1
Isertia longifolia,1,0,0,0,0,0,0,1
Isertia parviflora,1,0,0,0,0,0,0,1
Isertia pittieri,1,0,0,0,0,0,0,1
Isertia rosea,1,0,0,0,0,0,0,1
Isertia spiciformis,1,0,0,0,0,0,0,1
Isochilus chiriquensis,0,1,0,0,0,0,0,0
Isocoma veneta,0,1,0,0,0,0,0,0
Isoetes alpina,0,0,0,1,0,0,0,0
Isoetes kirkii,0,0,0,1,0,0,0,0
Isolepis aucklandica,0,0,0,1,0,0,0,0
Isolepis basilaris,0,0,0,1,0,0,0,0
Isolepis bicolor,0,0,0,1,0,0,0,0
Isolepis caligenis,0,0,0,1,0,0,0,0
Isolepis cernua,0,0,0,1,0,0,0,0
Isolepis crassiuscula,0,0,0,1,0,0,0,0
Isolepis distigmatosa,0,0,0,1,0,0,0,0
Isolepis fluitans,0.25,0,0,0.25,0,0.5,0,0.6
Isolepis habra,0,0,0,1,0,0,0,0
Isolepis inundata,0,0,0,1,0,0,0,0
Isolepis pottsii,0,0,0,1,0,0,0,0
Isolepis praetextata,0,0,0,1,0,0,0,0
Isolepis reticularis,0,0,0,1,0,0,0,0
Isolepis setacea,0.615384615384615,0,0,0.153846153846154,0,0.230769230769231,0,0.666666666666667
Isolepis subtilissima,0,0,0,1,0,0,0,0
Isolona deightonii,0.5,0,0.5,0,0,0,0,1
Isolona heinsenii,1,0,0,0,0,0,0,1
Isolona hexaloba,1,0,0,0,0,0,0,1
Isopogon anemonifolius,0,1,0,0,0,0,0,0
Isopogon anethifolius,0,1,0,0,0,0,0,0
Isopogon prostratus,0,1,0,0,0,0,0,0
Ixerba brexioides,1,0,0,0,0,0,0,1
Ixoca quadrifida,0,1,0,0,0,0,0,0
Ixora albersii,1,0,0,0,0,0,0,1
Ixora aluminicola,1,0,0,0,0,0,0,1
Ixora baileyana,1,0,0,0,0,0,0,1
Ixora beckleri,1,0,0,0,0,0,0,1
Ixora biflora,1,0,0,0,0,0,0,1
Ixora brachiata,1,0,0,0,0,0,0,1
Ixora brachypoda,1,0,0,0,0,0,0,1
Ixora burchelliana,1,0,0,0,0,0,0,1
Ixora burundiensis,1,0,0,0,0,0,0,1
Ixora calcicola,1,0,0,0,0,0,0,1
Ixora coccinea,1,0,0,0,0,0,0,1
Ixora floribunda,1,0,0,0,0,0,0,1
Ixora foetida,1,0,0,0,0,0,0,1
Ixora gardneriana,1,0,0,0,0,0,0,1
Ixora heterodoxa,1,0,0,0,0,0,0,1
Ixora killipii,1,0,0,0,0,0,0,1
Ixora lucida,1,0,0,0,0,0,0,1
Ixora martinsii,1,0,0,0,0,0,0,1
Ixora mooreensis,1,0,0,0,0,0,0,1
Ixora narcissodora,1,0,0,0,0,0,0,1
Ixora nicaraguensis,1,0,0,0,0,0,0,1
Ixora nigricans,1,0,0,0,0,0,0,1
Ixora panurensis,1,0,0,0,0,0,0,1
Ixora pavetta,1,0,0,0,0,0,0,1
Ixora peruviana,1,0,0,0,0,0,0,1
Ixora piresii,1,0,0,0,0,0,0,1
Ixora pubescens,1,0,0,0,0,0,0,1
Ixora scheffleri,1,0,0,0,0,0,0,1
Ixora timorensis,1,0,0,0,0,0,0,1
Ixora triantha,1,0,0,0,0,0,0,1
Ixora ulei,1,0,0,0,0,0,0,1
Ixora venulosa,1,0,0,0,0,0,0,1
Ixora yavitensis,1,0,0,0,0,0,0,1
Jaborosa magellanica,1,0,0,0,0,0,0,1
Jacaranda copaia,0,0.96551724137931,0,0,0.0344827586206897,0,0,0.032258064516129
Jacaranda cuspidifolia,0,1,0,0,0,0,0,0
Jacaranda glabra,0,1,0,0,0,0,0,0
Jacaranda macrocarpa,0,1,0,0,0,0,0,0
Jacaranda obtusifolia,0,1,0,0,0,0,0,0
Jacaratia digitata,1,0,0,0,0,0,0,1
Jacaratia dolichaula,1,0,0,0,0,0,0,1
Jacaratia mexicana,0,0,1,0,0,0,0,1
Jacaratia spinosa,1,0,0,0,0,0,0,1
Jacobaea alpina,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0,0,0.666666666666667
Jacobaea aquatica,0,0.35,0.1625,0.1625,0.1625,0.1625,0,0.10803324099723
Jacobaea erucifolia,0,0.428571428571429,0.142857142857143,0,0.142857142857143,0.285714285714286,0,0.24390243902439
Jacobaea incana,0,0.333333333333333,0,0,0,0.666666666666667,0,0.8
Jacobaea maritima,0,1,0,0,0,0,0,0
Jacobaea paludosa,0,0.25,0.25,0,0.25,0.25,0,0.181818181818182
Jacobaea subalpina,0,0,0.333333333333333,0,0.333333333333333,0.333333333333333,0,1
Jacobaea vulgaris,0.187755102040816,0.379591836734694,0.036734693877551,0.0408163265306122,0.036734693877551,0.318367346938776,0,0.473317865429234
Jacquemontia browniana,0,0,0,0,1,0,0,1
Jacqueshuberia loretensis,0,0,0,0,0,0,1,0
Jagera javanica,1,0,0,0,0,0,0,1
Jagera pseudorhus,1,0,0,0,0,0,0,1
Jaltomata procumbens,1,0,0,0,0,0,0,1
Jaltomata repandidentata,1,0,0,0,0,0,0,1
Jarava ichu,0,0.857142857142857,0,0,0.142857142857143,0,0,0.142857142857143
Jasione laevis,0,0,0,0,0,1,0,0.242424242424242
Jasione montana,0,0.416666666666667,0,0.208333333333333,0,0.375,0,0.189473684210526
Jasminocereus thouarsii,1,0,0,0,0,0,0,1
Jasminum abyssinicum,1,0,0,0,0,0,0,1
Jasminum angustifolium,1,0,0,0,0,0,0,1
Jasminum auriculatum,1,0,0,0,0,0,0,1
Jasminum azoricum,1,0,0,0,0,0,0,1
Jasminum dallachyi,1,0,0,0,0,0,0,1
Jasminum dichotomum,1,0,0,0,0,0,0,1
Jasminum didymum,1,0,0,0,0,0,0,1
Jasminum elongatum,1,0,0,0,0,0,0,1
Jasminum fluminense,1,0,0,0,0,0,0,0.75
Jasminum grandiflorum,1,0,0,0,0,0,0,1
Jasminum kajewskii,1,0,0,0,0,0,0,1
Jasminum kitchingii,1,0,0,0,0,0,0,1
Jasminum lanceolarium,1,0,0,0,0,0,0,1
Jasminum longipetalum,1,0,0,0,0,0,0,1
Jasminum marianum,1,0,0,0,0,0,0,1
Jasminum multiflorum,1,0,0,0,0,0,0,1
Jasminum nudiflorum,1,0,0,0,0,0,0,1
Jasminum odoratissimum,1,0,0,0,0,0,0,1
Jasminum sambac,1,0,0,0,0,0,0,1
Jasminum simplicifolium,1,0,0,0,0,0,0,1
Jasminum stenolobum,1,0,0,0,0,0,0,0.5
Jasminum streptopus,1,0,0,0,0,0,0,1
Jatropha curcas,1,0,0,0,0,0,0,0.666666666666667
Jatropha excisa,0,0,0,0,0.5,0,0.5,0.0526315789473684
Jatropha gaumeri,0,0,1,0,0,0,0,1
Jatropha gossypiifolia,0,0,0,0,0.5,0,0.5,0.5
Jatropha hieronymi,0,0,0,0,0.5,0,0.5,0.5
Jatropha mollissima,0,0,0,0,0.96,0,0.04,0.96
Jatropha mutabilis,0,0,0,0,1,0,0,1
Jatropha ribifolia,0,0,0,0,0.928571428571429,0,0.0714285714285714,0.928571428571429
Jatropha standleyi,0,0,1,0,0,0,0,1
Jaundea pinnata,1,0,0,0,0,0,0,1
Jeffersonia diphylla,0.25,0,0,0,0.75,0,0,1
Joannesia heveoides,0,0,1,0,0,0,0,1
Joannesia princeps,0.8,0,0.2,0,0,0,0,1
Joosia dichotoma,0,1,0,0,0,0,0,0
Jossinia reinwardtiana,1,0,0,0,0,0,0,1
Jovellana repens,0,1,0,0,0,0,0,0
Jovellana sinclairii,0,1,0,0,0,0,0,0
Juanulloa mexicana,1,0,0,0,0,0,0,1
Jubaeopsis caffra,1,0,0,0,0,0,0,0.5
Jubelina rosea,0,1,0,0,0,0,0,0
Juglans ailantifolia,0,0,1,0,0,0,0,1
Juglans cinerea,0,0,1,0,0,0,0,1
Juglans mandshurica,0,0,1,0,0,0,0,1
Juglans nigra,0,0,1,0,0,0,0,1
Juglans olanchana,1,0,0,0,0,0,0,1
Juglans regia,0.259259259259259,0,0.740740740740741,0,0,0,0,1
Juncus acutiflorus,0.585106382978723,0.24468085106383,0,0,0,0.170212765957447,0,0.489626556016598
Juncus acutus,0.5,0,0,0.333333333333333,0,0.166666666666667,0,0.571428571428571
Juncus alpinoarticulatus,0,1,0,0,0,0,0,0
Juncus anceps,0,1,0,0,0,0,0,0
Juncus antarcticus,0,0,0,1,0,0,0,0
Juncus arcticus,0,1,0,0,0,0,0,0
Juncus articulatus,0.534246575342466,0.13013698630137,0,0.0684931506849315,0,0.267123287671233,0,0.458333333333333
Juncus atratus,0,0,0,0,0,1,0,0.285714285714286
Juncus australis,0,0.666666666666667,0,0.333333333333333,0,0,0,0
Juncus balticus,0,0.321428571428571,0.0357142857142857,0.321428571428571,0,0.321428571428571,0,0.0662251655629139
Juncus biglumis,1,0,0,0,0,0,0,0.666666666666667
Juncus bufonius,0.545454545454545,0.0909090909090909,0,0.038961038961039,0.012987012987013,0.311688311688312,0,0.820689655172414
Juncus bulbosus,0.709677419354839,0.141935483870968,0,0,0.00645161290322581,0.141935483870968,0,0.176418439716312
Juncus caespiticius,0,0,0,1,0,0,0,0
Juncus canadensis,0,1,0,0,0,0,0,0
Juncus capitatus,0.191489361702128,0.191489361702128,0,0.191489361702128,0.0425531914893617,0.382978723404255,0,0.169590643274854
Juncus castaneus,0,1,0,0,0,0,0,0
Juncus compressus,0.285714285714286,0.142857142857143,0,0.142857142857143,0,0.428571428571429,0,0.7
Juncus conglomeratus,0.129032258064516,0.290322580645161,0,0.290322580645161,0,0.290322580645161,0,0.0844155844155844
Juncus coriaceus,0,1,0,0,0,0,0,0
Juncus distegus,0,0,0,1,0,0,0,0
Juncus edgariae,0,0,0,1,0,0,0,0
Juncus effusus,0.51864406779661,0.0779661016949153,0,0.0406779661016949,0,0.36271186440678,0,0.609561752988048
Juncus ensifolius,0,1,0,0,0,0,0,0
Juncus filicaulis,0,1,0,0,0,0,0,0
Juncus filiformis,0.5,0.235294117647059,0,0.0294117647058824,0,0.235294117647059,0,0.268456375838926
Juncus foliosus,0,1,0,0,0,0,0,0
Juncus gerardii,0.635416666666667,0.177083333333333,0,0.09375,0,0.09375,0,0.357723577235772
Juncus holoschoenus,0,0,0,1,0,0,0,0
Juncus homalocaulis,0,1,0,0,0,0,0,0
Juncus inflexus,0.294117647058824,0.235294117647059,0,0.117647058823529,0,0.352941176470588,0,0.625
Juncus jacquinii,0,1,0,0,0,0,0,0
Juncus kraussii,0,0,0,1,0,0,0,0
Juncus maritimus,0.166666666666667,0.166666666666667,0.166666666666667,0,0.166666666666667,0.333333333333333,0,0.256410256410256
Juncus novae-zelandiae,0,0,0,1,0,0,0,0
Juncus pallidus,0,0,0,1,0,0,0,0
Juncus pauciflorus,0,0,0,1,0,0,0,0
Juncus planifolius,0,0,0,1,0,0,0,0
Juncus prismatocarpus,0,0,0,1,0,0,0,0
Juncus pusillus,0,0,0,1,0,0,0,0
Juncus pygmaeus,0,1,0,0,0,0,0,0
Juncus ranarius,0,1,0,0,0,0,0,0
Juncus sarophorus,0,0,0,1,0,0,0,0
Juncus scheuchzerioides,0,0,0,1,0,0,0,0
Juncus squarrosus,0.692307692307692,0.153846153846154,0,0.0769230769230769,0,0.0769230769230769,0,0.761904761904762
Juncus subnodulosus,0.166666666666667,0.472222222222222,0,0.194444444444444,0,0.166666666666667,0,0.195652173913043
Juncus subsecundus,0,1,0,0,0,0,0,0
Juncus tenageia,0,1,0,0,0,0,0,0
Juncus tenuis,0.6,0.2,0,0,0,0.2,0,0.714285714285714
Juncus trifidus,0,1,0,0,0,0,0,0
Juncus triglumis,0,1,0,0,0,0,0,0
Juncus usitatus,0,0.666666666666667,0,0.333333333333333,0,0,0,0
Juncus vaginatus,0,1,0,0,0,0,0,0
Junellia aspera,0,0,0,0,1,0,0,0.25
Juniperus ashei,1,0,0,0,0,0,0,1
Juniperus brevifolia,1,0,0,0,0,0,0,1
Juniperus californica,1,0,0,0,0,0,0,1
Juniperus cedrus,1,0,0,0,0,0,0,1
Juniperus chinensis,1,0,0,0,0,0,0,1
Juniperus communis,0.979591836734694,0,0.0204081632653061,0,0,0,0,0.982758620689655
Juniperus conferta,1,0,0,0,0,0,0,1
Juniperus deppeana,1,0,0,0,0,0,0,1
Juniperus drupacea,1,0,0,0,0,0,0,1
Juniperus excelsa,1,0,0,0,0,0,0,1
Juniperus foetidissima,1,0,0,0,0,0,0,1
Juniperus horizontalis,1,0,0,0,0,0,0,1
Juniperus monosperma,1,0,0,0,0,0,0,1
Juniperus navicularis,1,0,0,0,0,0,0,1
Juniperus occidentalis,0.363636363636364,0,0.636363636363636,0,0,0,0,1
Juniperus osteosperma,0.8,0,0.2,0,0,0,0,1
Juniperus oxycedrus,1,0,0,0,0,0,0,0.970588235294118
Juniperus phoenicea,1,0,0,0,0,0,0,0.96
Juniperus pinchotii,1,0,0,0,0,0,0,1
Juniperus procera,1,0,0,0,0,0,0,1
Juniperus rigida,1,0,0,0,0,0,0,1
Juniperus sabina,1,0,0,0,0,0,0,1
Juniperus scopulorum,1,0,0,0,0,0,0,1
Juniperus thurifera,1,0,0,0,0,0,0,1
Juniperus turbinata,1,0,0,0,0,0,0,1
Juniperus virginiana,1,0,0,0,0,0,0,0.9375
Jurinea cyanoides,0,0,0.25,0,0.25,0.5,0,1
Jurinea mollis,0,1,0,0,0,0,0,0
Justicia appendiculata,0,0,0,0,0,0,1,0
Kadsura japonica,1,0,0,0,0,0,0,1
Kalaharia uncinata,1,0,0,0,0,0,0,1
Kallstroemia maxima,1,0,0,0,0,0,0,1
Kallstroemia pubescens,1,0,0,0,0,0,0,1
Kalmia hirsuta,0,1,0,0,0,0,0,0
Kalmia latifolia,0,1,0,0,0,0,0,0
Kalopanax septemlobus,1,0,0,0,0,0,0,1
Kandelia candel,0,0,0,1,0,0,0,0
Karawata depressa,1,0,0,0,0,0,0,1
Kardomia odontocalyx,0,1,0,0,0,0,0,0
Karpatiosorbus bristoliensis,1,0,0,0,0,0,0,1
Karpatiosorbus devoniensis,1,0,0,0,0,0,0,1
Karpatiosorbus latifolia,1,0,0,0,0,0,0,1
Karpatiosorbus subcuneata,1,0,0,0,0,0,0,1
Karwinskia calderonii,1,0,0,0,0,0,0,1
Karwinskia humboldtiana,1,0,0,0,0,0,0,1
Kedrostis abdallae,1,0,0,0,0,0,0,1
Kedrostis foetidissima,1,0,0,0,0,0,0,1
Kedrostis hirtella,1,0,0,0,0,0,0,1
Kedrostis leloja,1,0,0,0,0,0,0,1
Kedrostis limpompensis,1,0,0,0,0,0,0,1
Keetia cornelia,1,0,0,0,0,0,0,1
Keetia gueinzii,1,0,0,0,0,0,0,1
Keetia venosa,1,0,0,0,0,0,0,1
Keetia zanzibarica,1,0,0,0,0,0,0,1
Kelleria childii,0,1,0,0,0,0,0,0
Kelleria croizatii,0,1,0,0,0,0,0,0
Kelleria dieffenbachii,0,1,0,0,0,0,0,0
Kelleria laxa,0,1,0,0,0,0,0,0
Kelleria lyallii,0,1,0,0,0,0,0,0
Kelleria multiflora,0,1,0,0,0,0,0,0
Kelleria paludosa,0,1,0,0,0,0,0,0
Kelleria tessellata,0,1,0,0,0,0,0,0
Kelleria villosa,0,1,0,0,0,0,0,0
Kennedia prostrata,0,0,0,0,1,0,0,1
Kennedia retrorsa,0,0,0,0,1,0,0,1
Kennedia rubicunda,0.5,0,0,0,0.5,0,0,1
Kernera saxatilis,0,1,0,0,0,0,0,0
Kerria japonica,0,0,0,0,0,1,0,0.5
Kewa salsoloides,0,1,0,0,0,0,0,0
Khaya ivorensis,0,1,0,0,0,0,0,0
Kickxia spuria,0,1,0,0,0,0,0,0
Kielmeyera paniculata,0,1,0,0,0,0,0,0
Kielmeyera rubriflora,0,1,0,0,0,0,0,0
Kierschlegeria lycioides,1,0,0,0,0,0,0,1
Kigelia africana,1,0,0,0,0,0,0,1
Kiggelaria africana,1,0,0,0,0,0,0,0.9
Kirkophytum lyallii,1,0,0,0,0,0,0,1
Kirkophytum robustum,1,0,0,0,0,0,0,1
Klainedoxa gabonensis,1,0,0,0,0,0,0,1
Klainedoxa macrophylla,1,0,0,0,0,0,0,1
Klarobelia anomala,1,0,0,0,0,0,0,1
Klarobelia candida,1,0,0,0,0,0,0,1
Klarobelia cauliflora,1,0,0,0,0,0,0,1
Klarobelia inundata,1,0,0,0,0,0,0,1
Klarobelia lucida,1,0,0,0,0,0,0,1
Klarobelia napoensis,1,0,0,0,0,0,0,1
Klasea nudicaulis,0,1,0,0,0,0,0,0
Kleinia gregorii,0,1,0,0,0,0,0,0
Knautia arvensis,0.144927536231884,0.0386473429951691,0.352657004830918,0.036231884057971,0.320048309178744,0.107487922705314,0,0.309361189232624
Knautia dipsacifolia,0,0,0.333333333333333,0,0.333333333333333,0.333333333333333,0,1
Knautia drymeia,0,0.333333333333333,0.333333333333333,0,0.333333333333333,0,0,0.666666666666667
Knautia integrifolia,0,1,0,0,0,0,0,0.333333333333333
Knautia kitaibelii,0,0,0.5,0,0.5,0,0,1
Knema angustifolia,1,0,0,0,0,0,0,1
Knema attenuata,1,0,0,0,0,0,0,1
Knema elegans,1,0,0,0,0,0,0,1
Knema erratica,1,0,0,0,0,0,0,1
Knema laurina,1,0,0,0,0,0,0,1
Knema scortechinii,1,0,0,0,0,0,0,1
Knightia excelsa,0,1,0,0,0,0,0,0
Kniphofia uvaria,1,0,0,0,0,0,0,1
Koanophyllon galeottii,0,1,0,0,0,0,0,0
Koeleria cheesemanii,0,1,0,0,0,0,0,0
Koeleria glauca,0,0.0256410256410256,0,0,0,0.974358974358974,0,0.348387096774194
Koeleria hirsuta,0,1,0,0,0,0,0,0
Koeleria macrantha,0.2,0.4,0,0,0,0.4,0,0.333333333333333
Koeleria novozelandica,0,1,0,0,0,0,0,0
Koeleria pyramidata,0.2,0.4,0,0,0,0.4,0,0.714285714285714
Koeleria riguorum,0,1,0,0,0,0,0,0
Koeleria vallesiana,0,0.666666666666667,0,0,0,0.333333333333333,0,0.333333333333333
Koelpinia linearis,0,0,0,0,1,0,0,1
Koelreuteria elegans,0,0,0,0,1,0,0,1
Kohautia aspera,0,1,0,0,0,0,0,0
Koompassia excelsa,0,1,0,0,0,0,0,0
Koompassia malaccensis,0,1,0,0,0,0,0,0
Kopsia arborea,1,0,0,0,0,0,0,1
Korthalsella clavata,0,0,0,0,0,0,1,0
Korthalsella japonica,0.666666666666667,0,0,0,0,0,0.333333333333333,0.666666666666667
Korthalsella lindsayi,0.5,0,0,0,0,0,0.5,0.5
Korthalsella salicornioides,0,0,0,0,0,0,1,0
Korthalsia laciniosa,1,0,0,0,0,0,0,1
Korthalsia rostrata,1,0,0,0,0,0,0,1
Kraussia floribunda,1,0,0,0,0,0,0,1
Krigia dandelion,0,1,0,0,0,0,0,0
Krugiodendron ferreum,1,0,0,0,0,0,0,1
Kubitzkia mezii,1,0,0,0,0,0,0,1
Kunzea ambigua,0,0,0,0,1,0,0,1
Kunzea ericoides,0,1,0,0,0,0,0,0
Kunzea sinclairii,0,1,0,0,0,0,0,0
Kutchubaea insignis,1,0,0,0,0,0,0,1
Kutchubaea morilloi,1,0,0,0,0,0,0,1
Kutchubaea neblinensis,1,0,0,0,0,0,0,1
Kutchubaea oocarpa,1,0,0,0,0,0,0,1
Kutchubaea semisericea,1,0,0,0,0,0,0,1
Kutchubaea sericantha,1,0,0,0,0,0,0,1
Kyllinga brevifolia,0,0,0,0,1,0,0,1
Kyrsteniopsis nelsonii,0,1,0,0,0,0,0,0
Labisia pumila,1,0,0,0,0,0,0,1
Labourdonnaisia calophylloides,1,0,0,0,0,0,0,1
Laburnum alpinum,0,0.5,0,0.5,0,0,0,0
Laburnum anagyroides,0,0.857142857142857,0,0.142857142857143,0,0,0,0
Laccosperma secundiflorum,1,0,0,0,0,0,0,1
Lachesiodendron viridiflorum,0,1,0,0,0,0,0,0
Lachnagrostis filiformis,0,0.6,0,0,0,0.4,0,0.333333333333333
Lacistema aggregatum,1,0,0,0,0,0,0,1
Lacistema grandifolium,1,0,0,0,0,0,0,1
Lacistema hasslerianum,1,0,0,0,0,0,0,1
Lacistema nena,1,0,0,0,0,0,0,1
Lacistema polystachyum,1,0,0,0,0,0,0,1
Lacistema pubescens,1,0,0,0,0,0,0,1
Lacmellea aculeata,1,0,0,0,0,0,0,1
Lacmellea arborescens,1,0,0,0,0,0,0,1
Lacmellea edulis,1,0,0,0,0,0,0,1
Lacmellea floribunda,1,0,0,0,0,0,0,1
Lacmellea foxii,1,0,0,0,0,0,0,1
Lacmellea gracilis,1,0,0,0,0,0,0,1
Lacmellea macrantha,1,0,0,0,0,0,0,1
Lacmellea microcarpa,1,0,0,0,0,0,0,1
Lacmellea oblongata,1,0,0,0,0,0,0,1
Lacmellea panamensis,1,0,0,0,0,0,0,1
Lacmellea peruviana,1,0,0,0,0,0,0,1
Lacmellea ramosissima,1,0,0,0,0,0,0,1
Lacmellea speciosa,1,0,0,0,0,0,0,1
Lactuca canadensis,0,1,0,0,0,0,0,0
Lactuca floridana,0,1,0,0,0,0,0,0
Lactuca muralis,0,0.473684210526316,0.105263157894737,0.105263157894737,0.105263157894737,0.210526315789474,0,0.434782608695652
Lactuca perennis,0.125,0.25,0.125,0,0.125,0.375,0,0.355555555555556
Lactuca quercina,0,0,0.333333333333333,0,0.333333333333333,0.333333333333333,0,1
Lactuca saligna,0,0.2,0.2,0,0.2,0.4,0,0.833333333333333
Lactuca sativa,0,0.25,0.25,0,0.25,0.25,0,0.75
Lactuca serriola,0,0.764705882352941,0.0588235294117647,0,0.0588235294117647,0.117647058823529,0,0.263157894736842
Lactuca tatarica,0,0.25,0.25,0,0.25,0.25,0,0.181818181818182
Lactuca viminea,0,0.4,0.2,0,0.2,0.2,0,0.6
Lactuca virosa,0,0.5,0.166666666666667,0,0.166666666666667,0.166666666666667,0,0.5
Lacunaria crenata,1,0,0,0,0,0,0,1
Lacunaria grandifolia,1,0,0,0,0,0,0,1
Lacunaria jenmanii,1,0,0,0,0,0,0,1
Lacunaria macrostachya,1,0,0,0,0,0,0,1
Lacunaria oppositifolia,1,0,0,0,0,0,0,1
Lacunaria sampaioi,1,0,0,0,0,0,0,1
Lacunaria umbonata,1,0,0,0,0,0,0,1
Ladenbergia acutifolia,0,1,0,0,0,0,0,0
Ladenbergia amazonensis,0,1,0,0,0,0,0,0
Ladenbergia lambertiana,0,1,0,0,0,0,0,0
Ladenbergia muzonensis,0,1,0,0,0,0,0,0
Ladenbergia oblongifolia,0,1,0,0,0,0,0,0
Laetia americana,1,0,0,0,0,0,0,1
Laetia coriacea,1,0,0,0,0,0,0,1
Laetia corymbulosa,1,0,0,0,0,0,0,1
Laetia cupulata,1,0,0,0,0,0,0,1
Laetia ovalifolia,1,0,0,0,0,0,0,1
Laetia procera,1,0,0,0,0,0,0,0.916666666666667
Laetia suaveolens,1,0,0,0,0,0,0,1
Laetia thamnia,1,0,0,0,0,0,0,1
Lafoensia acuminata,0,1,0,0,0,0,0,0
Lafoensia pacari,0,1,0,0,0,0,0,0
Lafoensia punicifolia,0,1,0,0,0,0,0,0
Lagarostrobos franklinii,0,0,0,1,0,0,0,0.333333333333333
Lagenaria breviflora,1,0,0,0,0,0,0,1
Lagenaria siceraria,1,0,0,0,0,0,0,0.75
Lagerstroemia subcostata,1,0,0,0,0,0,0,1
Lagoecia cuminoides,0,1,0,0,0,0,0,0.25
Laguncularia racemosa,0.142857142857143,0,0,0.857142857142857,0,0,0,0.25
Lagurus ovatus,0,0.5,0,0,0,0.5,0,0.666666666666667
Lagynias dryadum,1,0,0,0,0,0,0,1
Lagynias lasiantha,1,0,0,0,0,0,0,1
Lagynias pallidiflora,1,0,0,0,0,0,0,1
Lamanonia ternata,0,1,0,0,0,0,0,0
Lamarckia aurea,0,0.666666666666667,0,0,0,0.333333333333333,0,0.333333333333333
Lamium album,0.0952380952380952,0,0.345238095238095,0,0.369047619047619,0.19047619047619,0,0.492957746478873
Lamium amplexicaule,0,0,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0.333333333333333
Lamium galeobdolon,0,0,0.3,0,0.6,0.1,0,1
Lamium maculatum,0.241935483870968,0,0.241935483870968,0,0.258064516129032,0.258064516129032,0,0.419354838709677
Lamium purpureum,0,0,0.333333333333333,0,0.666666666666667,0,0,1
Lampranthus godmaniae,0,0,0,1,0,0,0,0
Landolphia buchananii,1,0,0,0,0,0,0,1
Landolphia kirkii,1,0,0,0,0,0,0,1
Landolphia landolphioides,1,0,0,0,0,0,0,1
Landolphia leptantha,1,0,0,0,0,0,0,1
Landolphia owariensis,1,0,0,0,0,0,0,1
Landolphia watsoniana,1,0,0,0,0,0,0,1
Lannea acida,1,0,0,0,0,0,0,1
Lannea antiscorbutica,1,0,0,0,0,0,0,0.5
Lannea asymmetrica,1,0,0,0,0,0,0,1
Lannea barteri,1,0,0,0,0,0,0,1
Lannea coromandelica,1,0,0,0,0,0,0,1
Lannea discolor,1,0,0,0,0,0,0,0.9375
Lannea edulis,1,0,0,0,0,0,0,0.947368421052632
Lannea gossweileri,1,0,0,0,0,0,0,1
Lannea humilis,1,0,0,0,0,0,0,1
Lannea katangensis,1,0,0,0,0,0,0,1
Lannea nigritana,1,0,0,0,0,0,0,1
Lannea schimperi,1,0,0,0,0,0,0,1
Lannea schweinfurthii,1,0,0,0,0,0,0,0.954545454545455
Lannea virgata,1,0,0,0,0,0,0,1
Lannea welwitschii,1,0,0,0,0,0,0,1
Lansium domesticum,1,0,0,0,0,0,0,1
Lantana achyranthifolia,1,0,0,0,0,0,0,1
Lantana angolensis,1,0,0,0,0,0,0,1
Lantana camara,0.976744186046512,0,0.0232558139534884,0,0,0,0,1
Lantana fucata,1,0,0,0,0,0,0,1
Lantana hirta,1,0,0,0,0,0,0,1
Lantana horrida,1,0,0,0,0,0,0,1
Lantana peduncularis,1,0,0,0,0,0,0,1
Lantana pohliana,1,0,0,0,0,0,0,1
Lantana radula,1,0,0,0,0,0,0,1
Lantana rugosa,1,0,0,0,0,0,0,0.909090909090909
Lantana swynnertonii,1,0,0,0,0,0,0,1
Lantana trifolia,1,0,0,0,0,0,0,1
Lantana ukambensis,1,0,0,0,0,0,0,1
Lantana urticifolia,1,0,0,0,0,0,0,1
Lantana velutina,1,0,0,0,0,0,0,1
Lappula deflexa,0,0,0,0,0,1,0,1
Lappula redowskii,0,0,0,0,1,0,0,0.333333333333333
Lappula squarrosa,0,0,0,0,0,1,0,1
Lapsana communis,0,0.428571428571429,0.0952380952380952,0.0952380952380952,0.0952380952380952,0.285714285714286,0,0.5
Lardizabala biternata,1,0,0,0,0,0,0,1
Larix decidua,0,1,0,0,0,0,0,0
Larix gmelinii,0,1,0,0,0,0,0,0
Larix griffithii,0,0,1,0,0,0,0,1
Larix kaempferi,0,0.666666666666667,0.333333333333333,0,0,0,0,0.333333333333333
Larix laricina,0,1,0,0,0,0,0,0
Larix occidentalis,0,1,0,0,0,0,0,0
Larix sibirica,0,1,0,0,0,0,0,0
Larix x eurolepis,0,1,0,0,0,0,0,0
Larrea divaricata,0,1,0,0,0,0,0,0
Larrea tridentata,0,1,0,0,0,0,0,0
Larsenaikia jardinei,1,0,0,0,0,0,0,1
Larsenaikia ochreata,1,0,0,0,0,0,0,1
Laserpitium halleri,0,1,0,0,0,0,0,0
Laserpitium latifolium,0,0.485714285714286,0,0.128571428571429,0,0.385714285714286,0,0.212264150943396
Lasiacis ligulata,1,0,0,0,0,0,0,1
Lasiacis procerrima,1,0,0,0,0,0,0,1
